OBJECTID;LAND;BEZ;LOR;STRASSE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
201773;11;7;7060604;Marienfelde Süd;2019;12;17;2;3;1;5;2;0;1;0;0;0;0;1;796023,0255;5815973,188;13,35333;52,41371
201774;11;6;6020411;Schütte-Lanz-Straße;2019;12;11;2;3;0;3;0;0;0;0;0;0;1;0;794139,5049;5815988,1;13,32573;52,41486
201775;11;4;4030621;Spreestadt;2019;12;9;2;3;5;2;0;0;1;0;1;0;0;1;793564,3737;5827768,619;13,32767;52,52078
201776;11;4;4031032;Halensee;2019;12;5;2;3;5;7;2;0;1;0;0;1;0;0;791452,0004;5825068,603;13,29426;52,49771
201777;11;3;3010101;Bucher Forst;2019;12;5;2;3;5;3;2;1;1;0;0;0;0;0;803850,8027;5841447,337;13,49135;52,63774
201778;11;8;8010508;Weiße Siedlung;2019;12;4;2;3;4;6;2;0;1;0;0;0;0;1;803534,327;5823039,263;13,46985;52,47293
201779;11;2;2050802;Boxhagener Platz;2019;12;2;2;3;6;4;2;0;1;1;0;0;0;0;802382,6637;5827300,558;13,45682;52,51176
201780;11;3;3040614;Pankow Zentrum;2019;12;17;2;3;5;7;2;1;1;0;0;0;0;1;797760,2694;5832938,574;13,39396;52,56484
201781;11;11;11051332;Karlshorst Süd;2019;12;7;2;3;5;2;0;1;1;0;0;0;0;0;807202,691;5823904,841;13,52449;52,47864
201782;11;7;7040403;Manteuffelstraße;2019;12;22;1;3;5;3;2;0;1;0;0;0;0;0;797870,3308;5821928,962;13,38572;52,4661
201783;11;1;1044101;Rehberge;2019;12;21;1;3;1;6;2;0;1;0;0;0;1;0;794355,6596;5830502,768;13,34172;52,54486
201784;11;3;3061126;Arnimplatz;2019;12;19;1;2;6;4;2;0;0;1;0;0;1;0;799113,9645;5831778,011;13,41283;52,5537
201785;11;5;5020626;Adamstraße;2019;12;18;1;3;5;2;2;0;1;0;1;0;0;0;784590,4669;5827965,905;13,19594;52,5273
201786;11;11;11030721;Rüdigerstraße;2019;12;14;1;3;0;4;0;1;0;1;0;0;0;0;803896,7869;5827894,7;13,4796;52,51625
201787;11;8;8010213;Körnerpark;2019;12;13;1;3;5;3;0;0;1;0;0;0;0;0;801256,8032;5822874,906;13,43628;52,47272
201788;11;3;3051017;Rennbahnstraße;2019;12;10;1;3;2;6;0;0;1;0;0;0;0;0;802079,698;5832793,818;13,45736;52,56117
201789;11;8;8040933;Vogelviertel Süd;2019;12;4;1;2;5;3;2;0;1;0;0;0;0;0;803300,4102;5818517,654;13,46231;52,43253
201790;11;2;2040502;Friedenstraße;2019;12;1;1;2;6;7;2;0;1;1;0;0;0;0;800711,1855;5828470,544;13,43332;52,52317
201791;11;1;1011303;Alexanderplatzviertel;2019;12;1;1;3;5;3;2;0;1;0;0;0;1;0;799499,8609;5828347,157;13,41541;52,52274
201792;11;2;2020204;Urbanstraße;2019;11;15;7;3;0;6;0;0;1;0;1;0;0;0;798671,5546;5825128,383;13,40035;52,49434
201793;11;1;1022206;Lüneburger Straße;2019;11;12;7;3;5;3;0;1;1;0;0;0;0;0;795924,4933;5828125,712;13,36267;52,5227
201794;11;12;12304314;Ziekowstraße/Freie Scholle;2019;11;0;7;3;2;6;2;0;1;0;0;0;0;0;790083,5001;5836067,402;13,28376;52,59704
201795;11;5;5010314;Carl-Schurz-Straße;2019;11;9;7;3;6;2;0;0;1;1;0;0;0;0;784832,0202;5829236,823;13,20058;52,53857
201796;11;1;1011303;Alexanderplatzviertel;2019;11;3;7;3;2;6;2;0;1;0;0;0;0;0;799115,3802;5828989,094;13,41034;52,5287
201797;11;1;1011301;Charitéviertel;2019;11;23;7;3;1;5;2;1;0;0;0;0;1;0;797286,191;5829045,714;13,3835;52,53021
201798;11;2;2050602;Samariterviertel;2019;11;19;7;3;5;3;2;0;1;0;1;0;0;0;802923,4313;5828260,635;13,46564;52,52007
201799;11;3;3020307;Buchholz;2019;11;18;7;3;5;2;2;1;1;0;0;0;0;0;800465,6378;5836192,223;13,4367;52,59252
201800;11;8;8010211;Flughafenstraße;2019;11;18;7;3;5;2;2;0;1;0;0;0;0;0;800861,3459;5823837,568;13,43134;52,48157
201801;11;5;5030731;Gartenfelder Straße;2019;11;16;7;3;5;2;1;0;1;0;0;0;0;0;788032,234;5829372,841;13,24775;52,53811
201802;11;12;12214527;Alt-Tegel;2019;11;16;7;3;2;6;1;0;1;0;0;0;0;0;790155,2313;5835807,309;13,28459;52,59467
201803;11;3;3061228;Erich-Weinert-Straße;2019;11;18;7;3;2;6;2;0;1;0;0;0;0;0;800303,629;5831589,72;13,43015;52,55136
201804;11;5;5010314;Carl-Schurz-Straße;2019;11;14;7;2;6;4;0;0;1;1;0;0;0;0;784801,2428;5828808,648;13,19976;52,53475
201805;11;11;11030617;Hohenschönhausener Straße;2019;11;12;7;2;5;2;0;0;1;0;0;0;1;0;803195,2991;5829991,558;13,47121;52,53543
201806;11;7;7050501;Rathausstraße;2019;11;14;7;3;2;6;0;0;1;0;0;0;0;0;797354,2755;5819351,155;13,37585;52,44327
201807;11;2;2030302;Lausitzer Platz;2019;11;7;7;3;0;7;0;1;0;0;0;0;0;0;800360,3496;5825763,326;13,42572;52,4991
201808;11;2;2050803;Stralauer Kiez;2019;11;4;7;3;0;1;2;0;0;0;0;0;1;0;803225,9444;5826324,115;13,46832;52,50254
201809;11;2;2050803;Stralauer Kiez;2019;11;19;7;3;6;2;2;0;1;1;0;0;0;1;802607,7307;5826135,813;13,45907;52,5012
201810;11;2;2010104;Wassertorplatz;2019;11;17;6;3;5;2;2;0;1;0;0;0;0;0;798583,5001;5825563,686;13,39945;52,49829
201811;11;8;8030829;Gropiusstadt Nord;2019;11;19;6;3;5;7;2;0;1;0;0;0;0;1;803160,0177;5818438,588;13,46018;52,4319
201812;11;5;5010314;Carl-Schurz-Straße;2019;11;18;6;3;5;2;2;1;1;0;0;0;0;0;784837,7366;5829252,838;13,20067;52,53871
201813;11;5;5010314;Carl-Schurz-Straße;2019;11;18;6;3;6;4;2;0;1;1;0;0;0;0;784651,9776;5829295,435;13,19798;52,53919
201814;11;8;8010118;Silbersteinstraße;2019;11;18;6;3;0;6;2;0;0;0;1;0;1;0;800927,4615;5822339,734;13,43096;52,4681
201815;11;2;2010104;Wassertorplatz;2019;11;17;6;3;3;2;1;1;1;0;0;0;0;0;799443,6293;5825642,334;13,41215;52,49852
201816;11;2;2020206;Graefekiez;2019;11;16;6;3;5;2;2;1;1;0;0;0;0;0;799071,5097;5824566,771;13,40572;52,48909
201817;11;1;1033102;Gesundbrunnen;2019;11;15;6;3;1;5;0;0;1;0;0;1;0;0;797179,4115;5831370,965;13,38401;52,55111
201818;11;8;8010302;Bouchéstraße;2019;11;14;6;3;5;3;0;0;1;0;0;0;0;1;801549,5268;5824662,018;13,44219;52,48858
201819;11;9;9031202;Schmöckwitz/Rauchfangswerder;2019;11;12;6;3;0;6;0;0;1;0;1;0;0;1;818796,0225;5812577,851;13,68383;52,3705
201820;11;6;6030503;Zehlendorf Mitte;2019;11;12;6;3;5;7;0;0;1;0;0;0;1;0;789509,3785;5817714,236;13,25934;52,4328
201821;11;1;1033202;Humboldthain Süd;2019;11;12;6;3;5;2;0;0;1;0;0;0;0;0;797766,9202;5829737,431;13,39119;52,53615
201822;11;6;6010210;Bismarckstraße;2019;11;11;6;3;6;4;0;0;1;1;0;0;0;0;795132,59;5821236,242;13,34493;52,46137
201823;11;12;12304314;Ziekowstraße/Freie Scholle;2019;11;11;6;3;5;2;0;0;1;0;0;0;0;0;790683,8561;5835383,681;13,292;52,59059
201824;11;7;7060601;Marienfelder Allee Nordwest;2019;11;11;6;2;1;5;0;0;1;0;0;0;0;0;796412,4206;5816601,071;13,3596;52,41913
201825;11;2;2010102;Mehringplatz;2019;11;9;6;3;6;4;0;0;0;1;0;0;1;0;798057,2035;5826485,516;13,39254;52,50684
201826;11;5;5030731;Gartenfelder Straße;2019;11;9;6;3;2;6;0;0;1;0;0;1;0;0;787968,431;5830419,775;13,24772;52,54753
201827;11;7;7030302;Ceciliengärten;2019;11;9;6;3;5;3;0;1;1;0;0;0;0;0;794512,8068;5821899,596;13,33642;52,46765
201828;11;2;2010102;Mehringplatz;2019;11;16;6;2;0;7;2;1;0;0;0;0;0;0;798277,3548;5825704,866;13,39508;52,49972
201829;11;1;1033101;Soldiner Straße;2019;11;9;6;3;2;6;0;0;1;0;0;0;0;0;796136,4159;5832246,407;13,36946;52,55953
201830;11;7;7010102;Nollendorfplatz;2019;11;9;6;3;6;4;0;1;0;1;0;0;0;1;795872,0152;5825386,683;13,35946;52,49818
201831;11;2;2040502;Friedenstraße;2019;11;8;6;3;5;2;0;1;0;0;0;0;1;0;801221,3527;5828648,384;13,44098;52,52449
201832;11;2;2020205;Chamissokiez;2019;11;8;6;3;6;4;0;1;0;1;0;0;0;1;798493,4234;5824509,757;13,39718;52,48889
201833;11;10;10010102;Havemannstraße;2019;11;7;6;3;6;4;2;0;1;1;0;0;0;1;809981,9774;5834056,458;13,57474;52,56804
201834;11;5;5030730;Zitadellenweg;2019;11;19;5;3;2;6;2;0;1;0;0;0;0;1;786626,9872;5829236,496;13,22697;52,53763
201835;11;9;9052001;Köpenick Nord;2019;11;19;5;2;1;5;2;0;1;0;0;0;1;1;811592,596;5823159,58;13,58823;52,46947
201836;11;4;4030929;Hindemithplatz;2019;11;19;5;3;2;6;2;0;1;0;0;0;0;1;792711,9199;5825653,058;13,31328;52,50227
201837;11;4;4030620;Alt-Lietzow;2019;11;18;5;3;3;6;2;0;1;0;1;0;0;1;791756,8226;5827499,326;13,30087;52,51933
201838;11;8;8010301;Reuterkiez;2019;11;18;5;3;2;3;2;0;1;0;0;0;0;1;801164,7891;5824106,964;13,43604;52,48381
201839;11;1;1044202;Sparrplatz;2019;11;18;5;2;6;2;2;0;1;1;0;0;0;1;795607,4112;5830515,309;13,36013;52,5443
201840;11;3;3061126;Arnimplatz;2019;11;19;5;2;6;2;2;0;0;1;0;0;1;0;798413,1331;5831839,868;13,40258;52,55464
201841;11;7;7050502;Fritz-Werner-Straße;2019;11;18;5;3;5;2;2;0;1;0;0;0;0;1;798376,5102;5818418,003;13,39002;52,43435
201842;11;11;11040925;Victoriastadt;2019;11;17;5;3;0;6;2;0;1;0;1;0;0;1;803713,19;5826313,135;13,47546;52,50217
201843;11;1;1044202;Sparrplatz;2019;11;17;5;3;2;6;2;0;1;0;0;0;0;1;795046,5246;5830331,652;13,35172;52,54295
201844;11;11;11020513;Orankesee;2019;11;17;5;3;5;2;2;0;1;0;0;0;0;1;802884,1494;5831200,461;13,46774;52,54644
201845;11;6;6030608;Schweizer Viertel;2019;11;17;5;3;6;2;2;0;1;1;0;0;0;1;792520,07;5817218,802;13,30307;52,42676
201846;11;11;11030720;Herzbergstraße;2019;11;17;5;2;6;4;2;1;0;1;0;0;0;1;805834,7277;5830108,255;13,51011;52,535
201847;11;12;12231101;Hermsdorf;2019;11;17;5;3;1;5;2;0;1;0;0;0;0;0;791626,0606;5837854,732;13,30805;52,61224
201848;11;1;1011401;Invalidenstraße;2019;11;17;5;3;5;3;2;1;1;0;0;0;0;1;798049,7537;5829152,3;13,39482;52,53075
201849;11;5;5010314;Carl-Schurz-Straße;2019;11;17;5;3;6;4;2;0;1;1;0;0;0;1;784493,9327;5828880,303;13,1953;52,53555
201850;11;10;10040933;Mahlsdorf Süd;2019;11;16;5;3;5;3;2;1;1;0;0;0;0;1;812363,794;5823794,055;13,60014;52,47472
201851;11;10;10020622;Kaulsdorf Nord I;2019;11;16;5;3;6;7;2;0;0;1;0;0;1;0;811167,851;5828452,218;13,58694;52,51714
201852;11;9;9041501;Altstadt Kietz;2019;11;16;5;3;6;4;2;0;1;1;0;0;0;1;811431,1448;5820226,984;13,58312;52,44328
201853;11;1;1011303;Alexanderplatzviertel;2019;11;15;5;3;5;2;0;1;1;0;0;0;0;0;799108,7869;5828466,04;13,40977;52,52402
201854;11;10;10010204;Wuhletalstraße;2019;11;14;5;3;6;4;0;0;1;1;0;0;0;0;810001,8318;5833209,455;13,57424;52,56044
201855;11;4;4051549;Rathaus Wilmersdorf;2019;11;21;5;3;5;2;2;1;1;0;0;0;0;1;793308,3703;5823915,97;13,32051;52,48638
201856;11;9;9020701;Adlershof West;2019;11;12;5;3;1;5;0;0;1;0;0;0;0;0;807404,1085;5819022,965;13,52295;52,43477
201857;11;12;12103218;Teichstraße;2019;11;13;5;3;2;6;0;0;1;0;0;0;0;1;794333,6248;5835477,921;13,34581;52,58947
201858;11;3;3071537;Kollwitzplatz;2019;11;13;5;3;7;7;0;1;0;0;0;0;0;0;799388,0183;5830035,769;13,41529;52,53793
201859;11;11;11040926;Weitlingstraße;2019;11;12;5;3;5;2;0;0;1;0;0;0;0;0;805561,0154;5827267,36;13,50348;52,5097
201860;11;5;5010207;Darbystraße;2019;11;12;5;3;2;3;0;0;1;0;1;0;0;0;782969,5624;5830876,682;13,17459;52,55425
201861;11;4;4051445;Eisenzahnstraße;2019;11;20;5;3;5;7;2;0;1;0;1;0;0;1;792209,5688;5824076,467;13,30452;52,48841
201862;11;9;9020501;Oberschöneweide West;2019;11;12;5;3;5;7;0;0;1;0;0;1;0;0;806764,5003;5823073,932;13,51729;52,47144
201863;11;9;9010202;Köpenicker Landstraße;2019;11;20;5;3;5;3;2;1;1;0;0;0;0;1;804463,6843;5823218,044;13,48366;52,47402
201864;11;2;2030302;Lausitzer Platz;2019;11;11;5;3;5;7;0;1;1;0;0;0;0;0;800868,9969;5825858,356;13,43328;52,49967
201865;11;12;12214424;Scharnweberstraße;2019;11;10;5;3;5;2;0;1;1;0;0;0;0;0;793550,331;5832378,687;13,33153;52,56211
201866;11;11;11010310;Mühlengrund;2019;11;10;5;3;6;2;0;0;0;1;0;1;0;0;805541,15;5833383,135;13,50881;52,56452
201867;11;3;3020307;Buchholz;2019;11;10;5;3;1;5;0;1;0;0;0;0;1;0;800200,3648;5836790,939;13,43334;52,59803
201868;11;10;10020415;Hellersdorfer Promenade;2019;11;8;5;3;5;3;0;1;1;0;0;0;0;0;812686,6434;5831086,145;13,61172;52,53988
201869;11;5;5040934;Alt-Gatow;2019;11;8;5;3;2;6;0;0;1;0;0;0;0;0;783930,4335;5823390,151;13,18233;52,48662
201870;11;2;2030302;Lausitzer Platz;2019;11;7;5;3;6;4;0;1;1;1;0;0;0;1;800526,0879;5826324,828;13,42866;52,50404
201871;11;5;5030731;Gartenfelder Straße;2019;11;5;5;3;5;2;2;1;1;0;0;0;0;1;787712,0704;5829413,393;13,24308;52,53864
201872;11;7;7010102;Nollendorfplatz;2019;11;18;4;3;2;7;2;1;1;0;0;0;0;1;795392,8165;5825166,826;13,35223;52,49647
201873;11;7;7040405;Rathaus Tempelhof;2019;11;17;4;3;6;6;2;1;0;1;0;0;0;0;798269,3576;5821298,21;13,39102;52,46023
201874;11;3;3061228;Erich-Weinert-Straße;2019;11;19;4;3;5;3;2;0;1;0;0;0;0;1;801152,6118;5831119,916;13,44221;52,54668
201875;11;8;8010214;Glasower Straße;2019;11;20;4;3;1;5;2;1;1;0;0;0;0;0;801205,5016;5822209,869;13,43492;52,46679
201876;11;8;8020727;Buckow Mitte;2019;11;16;4;3;6;2;1;0;1;1;0;0;0;1;800320,787;5816737,208;13,41702;52,41822
201877;11;1;1033101;Soldiner Straße;2019;11;19;4;2;1;5;2;0;1;0;0;0;1;1;797373,7404;5832441,4;13,38783;52,5606
201878;11;8;8010404;Rixdorf;2019;11;19;4;3;6;4;2;0;1;1;0;0;0;1;802530,5777;5822956,54;13,45505;52,47275
201879;11;9;9010302;Späthsfelde;2019;11;19;4;3;2;6;2;0;1;0;0;0;0;1;803657,29;5820714,047;13,46954;52,45202
201880;11;6;6020302;Komponistenviertel Lankwitz;2019;11;18;4;3;6;2;2;0;1;1;0;0;0;1;794588,2938;5818541,439;13,33456;52,43751
201881;11;3;3061228;Erich-Weinert-Straße;2019;12;8;6;3;5;3;0;1;1;0;0;0;0;1;800769,3757;5831333,89;13,43677;52,54881
201882;11;4;4010102;Plötzensee;2019;11;18;4;3;5;2;2;0;1;0;0;0;0;1;793353,1881;5829678,56;13,32625;52,53801
201883;11;8;8020620;Tempelhofer Weg;2019;11;18;4;3;8;1;2;0;1;0;0;0;0;1;800990,1625;5820824,07;13,43051;52,45448
201884;11;6;6030501;Berlepschstraße;2019;12;8;6;3;5;7;0;0;0;0;1;0;1;0;788699,1291;5816806,625;13,24667;52,4251
201885;11;3;3061228;Erich-Weinert-Straße;2019;11;17;4;3;2;6;2;0;1;0;0;0;0;1;801190,1252;5831052,351;13,4427;52,54605
201886;11;7;7070702;Alt-Lichtenrade/Töpchiner Weg;2019;12;5;6;3;5;3;2;0;1;0;0;0;0;0;799944,9001;5815827,782;13,4107;52,41027
201887;11;4;4051445;Eisenzahnstraße;2019;11;17;4;3;5;2;2;1;1;0;0;0;0;1;792146,9613;5824075,564;13,3036;52,48843
201888;11;12;12301203;Wittenau Süd;2019;11;17;4;3;6;4;2;0;1;1;0;0;0;1;793926,9748;5835287,212;13,33965;52,58798
201889;11;4;4031032;Halensee;2019;12;6;6;3;2;6;0;0;1;0;0;0;0;1;791187,1954;5824718,827;13,29006;52,49471
201890;11;7;7050503;Eisenacher Straße;2019;11;17;4;3;5;7;2;0;1;0;1;0;0;1;798430,5222;5820499,058;13,39267;52,45297
201891;11;7;7030303;Grazer Platz;2019;11;17;4;3;5;3;2;0;1;0;0;0;0;1;796063,4862;5822856,738;13,36003;52,4754
201892;11;6;6010207;Mittelstraße;2019;11;17;4;3;5;3;2;1;1;0;0;0;0;1;793950,5983;5820445,077;13,32688;52,45492
201893;11;12;12214527;Alt-Tegel;2019;12;6;6;3;5;2;2;0;1;0;0;0;1;2;789903,3995;5835694,405;13,28079;52,59379
201894;11;3;3040614;Pankow Zentrum;2019;12;6;6;2;5;3;2;1;1;0;0;0;0;0;798730,6526;5833696,375;13,40892;52,57111
201895;11;2;2030302;Lausitzer Platz;2019;11;17;4;3;5;2;2;1;1;0;0;0;0;1;800402,0402;5825786,386;13,42635;52,49929
201896;11;1;1011102;Großer Tiergarten;2019;11;17;4;3;5;2;2;0;1;0;1;0;0;1;795079,733;5827225,231;13,34945;52,51509
201897;11;7;7020203;Kaiser-Wilhelm-Platz;2019;12;7;6;3;5;3;1;1;1;0;0;0;0;0;795522,8782;5824356,518;13,35342;52,48913
201898;11;1;1044202;Sparrplatz;2019;11;17;4;3;6;2;2;0;1;1;0;0;0;1;795015,2244;5830113,23;13,35107;52,54101
201899;11;1;1022106;Elberfelder Straße;2019;11;20;4;3;5;2;2;1;1;0;0;0;0;0;793697,8285;5828111,581;13,32993;52,52378
201900;11;5;5010101;Hakenfelde Nord;2019;12;7;6;3;5;3;1;1;1;0;0;0;0;1;785095,1964;5832236,483;13,20702;52,56533
201901;11;8;8010404;Rixdorf;2019;12;0;6;2;6;2;2;0;1;1;0;0;0;0;802573,8508;5823087,175;13,4558;52,47389
201902;11;1;1011401;Invalidenstraße;2019;11;22;4;3;0;7;2;0;0;0;0;0;1;1;797396,4651;5829158,371;13,38522;52,53116
201903;11;3;3010104;Lietzengraben;2019;11;13;4;3;3;6;0;1;1;0;0;0;0;0;800804,6897;5838719,426;13,44399;52,61499
201904;11;11;11020515;Landsberger Allee;2019;12;13;6;2;6;4;0;0;1;1;0;0;0;1;803873,107;5830122,303;13,48129;52,53623
201905;11;6;6040810;Dahlem;2019;12;13;6;3;2;6;0;0;1;0;0;0;0;1;790370,8551;5820824,048;13,27468;52,46023
201906;11;10;10030727;Biesdorf Süd;2019;11;13;4;3;2;6;0;0;1;0;0;0;1;0;809582,0621;5824834,434;13,56028;52,48563
201907;11;2;2040702;Weberwiese;2019;11;12;4;3;0;1;0;0;0;0;0;0;1;0;801879,7172;5827402,602;13,44952;52,51296
201908;11;9;9010301;Baumschulenstraße;2019;11;12;4;3;2;6;0;0;1;0;0;0;0;1;804659,4944;5822150,111;13,48556;52,46434
201909;11;11;11030619;Fennpfuhl Ost;2019;12;12;6;3;5;7;0;0;1;0;0;0;1;1;803671,0387;5829503,91;13,47776;52,5308
201910;11;7;7040401;Neu-Tempelhof;2019;11;12;4;3;3;6;0;1;0;0;0;1;0;0;797761,442;5823954,551;13,38593;52,48431
201911;11;4;4030519;Kaiserin-Augusta-Allee;2019;12;12;6;3;0;1;0;0;0;0;1;0;0;1;792159,2017;5828115,039;13,30732;52,52464
201912;11;8;2020206;Graefekiez;2019;11;11;4;3;2;6;0;0;1;0;0;0;1;0;800293,9117;5824361,144;13,42348;52,48657
201913;11;3;3051022;Hansastraße;2019;11;11;4;3;5;3;0;0;1;0;0;0;0;0;803000,4744;5832007,164;13,47018;52,55361
201914;11;2;2010101;Askanischer Platz;2019;12;12;6;3;0;1;0;0;0;0;1;0;0;1;797741,9065;5826099,604;13,38756;52,50355
201915;11;6;6010205;Südende;2019;11;10;4;3;2;7;0;0;1;0;0;0;0;0;795914,6142;5819900,08;13,35522;52,44897
201916;11;10;10020414;Helle Mitte;2019;11;16;4;3;6;4;2;0;0;1;0;0;1;1;812247,438;5830698,221;13,6049;52,53665
201917;11;1;1011301;Charitéviertel;2019;11;9;4;2;5;3;0;1;1;0;0;0;0;0;797023,0803;5829351,975;13,37991;52,5331
201918;11;1;1044103;Westliche Müllerstraße;2019;12;11;6;3;6;2;0;0;0;1;0;0;1;0;795044,2933;5830921,596;13,35221;52,54824
201919;11;12;12214421;Reinickes Hof;2019;12;11;6;3;0;3;0;0;1;0;1;0;0;1;793121,0341;5833869,007;13,32654;52,5757
201920;11;12;12302211;Lübarser Straße;2019;11;7;4;3;5;3;0;0;1;0;0;0;0;0;793660,0268;5837139,285;13,33737;52,60473
201921;11;1;1011306;Heine-Viertel Ost;2019;11;16;4;3;6;2;2;0;1;1;0;0;0;1;799981,6828;5826939,982;13,42122;52,50986
201922;11;11;11041022;Rosenfelder Ring;2019;12;10;6;3;3;6;0;0;1;0;0;0;0;1;806619,0736;5827397,824;13,51914;52,51027
201923;11;6;6020303;Lankwitz Kirche;2019;12;18;6;1;6;2;2;0;1;1;0;0;0;1;795662,463;5818244,638;13,35006;52,43427
201924;11;5;5010314;Carl-Schurz-Straße;2019;11;7;4;2;5;2;0;0;0;0;0;0;1;0;784819,209;5829150,518;13,20031;52,53781
201925;11;11;11040926;Weitlingstraße;2019;11;16;4;3;6;2;1;0;1;1;0;0;0;1;806132,4241;5826844,337;13,51148;52,50558
201926;11;6;6040806;Fischtal;2019;12;17;6;1;6;2;2;0;1;1;0;0;0;1;788846,2584;5819589,929;13,25124;52,44997
201927;11;2;2010103;Moritzplatz;2019;11;16;4;3;5;3;2;1;1;0;0;0;0;1;799281,7464;5826219,656;13,41029;52,50379
201928;11;10;10010309;Springpfuhl;2019;11;5;4;3;5;3;2;0;1;0;1;0;0;0;807869,9505;5830165,763;13,54007;52,53437
201929;11;1;1022203;Lübecker Straße;2019;12;17;5;3;1;5;2;1;1;0;0;0;0;1;794799,6017;5828940,681;13,34686;52,53062
201930;11;10;10020517;Adele-Sandrock-Straße;2019;12;13;5;3;0;4;0;0;0;1;0;0;1;0;812609,3944;5830320,194;13,60987;52,53306
201931;11;4;4030827;Karl-August-Platz;2019;11;15;4;3;2;6;0;0;1;0;0;0;0;1;792724,7095;5826067,655;13,31383;52,50598
201932;11;3;3030715;Heinersdorf;2019;11;15;4;3;6;4;1;0;1;1;0;0;0;1;801319,2741;5833555,224;13,44687;52,56841
201933;11;2;2050803;Stralauer Kiez;2019;11;15;4;3;6;4;0;0;1;1;0;0;0;1;802535,7483;5826193,456;13,45806;52,50176
201934;11;3;3030406;Alt-Karow;2019;12;12;5;3;5;3;0;0;1;0;0;0;0;0;802862,6769;5838282,386;13,47389;52,60993
201935;11;1;1022206;Lüneburger Straße;2019;11;15;4;3;2;1;0;1;0;0;0;0;1;1;796234,1754;5828127,866;13,36722;52,52255
201936;11;10;10010102;Havemannstraße;2019;12;12;5;3;0;3;0;0;0;0;0;0;1;0;809618,7072;5834146,063;13,56949;52,56905
201937;11;11;11030721;Rüdigerstraße;2019;11;7;4;3;0;1;1;1;0;0;0;0;0;0;804002,7415;5828219,504;13,48146;52,5191
201938;11;8;8010116;Wissmannstraße;2019;11;17;4;3;4;5;2;0;1;0;1;0;0;0;800283,0657;5824187,261;13,42317;52,48502
201939;11;12;12214126;Tegel Süd;2019;12;9;5;3;6;4;0;0;1;1;0;0;0;0;790600,1828;5834049,912;13,2896;52,57868
201940;11;4;4030930;George-Grosz-Platz;2019;12;9;5;2;2;6;0;0;1;0;1;0;0;1;793036,1945;5825373,772;13,3178;52,49959
201941;11;3;3020209;Niederschönhausen;2019;11;7;3;3;6;4;1;0;1;1;0;0;0;0;797219,151;5835545,03;13,38834;52,5885
201942;11;3;3050923;Weißenseer Spitze;2019;12;9;5;3;2;6;0;1;1;0;0;0;0;0;800771,8014;5831764,848;13,43719;52,55267
201943;11;8;8010211;Flughafenstraße;2019;11;19;3;2;0;1;2;1;0;0;0;0;0;0;800466,6946;5823725,655;13,42545;52,48078
201944;11;10;10010310;Alt-Marzahn;2019;11;18;3;2;6;4;2;0;0;1;0;0;1;0;808644,9321;5830145,072;13,55144;52,53375
201945;11;8;8010404;Rixdorf;2019;12;23;5;2;6;4;2;0;1;1;0;0;0;0;801804,3632;5823632,333;13,445;52,47921
201946;11;8;8010301;Reuterkiez;2019;12;8;5;3;2;6;0;0;1;0;0;0;0;0;800589,4341;5824492,765;13,42794;52,48759
201947;11;12;12214125;Waldidyll/Flughafensee;2019;11;17;3;3;5;3;2;0;1;0;1;0;0;0;791111,6939;5834239,793;13,29729;52,58011
201948;11;8;8010214;Glasower Straße;2019;11;16;3;3;5;3;2;0;1;0;0;0;0;0;801297,7646;5822263,427;13,43633;52,46722
201949;11;6;6030608;Schweizer Viertel;2019;12;7;5;3;1;5;0;1;1;0;0;0;0;0;792148,5867;5816784,35;13,29724;52,42307
201950;11;4;4051653;Prager Platz;2019;12;21;5;3;5;2;2;1;1;0;0;0;0;0;793952,3444;5824716,492;13,33067;52,49321
201951;11;4;4020208;Kranzallee;2019;11;16;3;3;2;6;2;0;1;0;0;0;0;0;786252,44;5826003,284;13,21868;52,50884
201952;11;1;1033203;Humboldthain Nordwest;2019;11;16;3;3;2;6;1;0;1;0;0;0;0;0;795827,8343;5829879,289;13,36281;52,53847
201953;11;11;11041128;Sewanstraße;2019;12;7;5;3;5;3;2;1;1;0;0;0;0;1;805860,1174;5825310,08;13,50607;52,49199
201954;11;6;6010101;Fichtenberg;2019;11;16;3;2;6;4;2;0;1;1;0;0;0;0;793153,8895;5820820,486;13,31552;52,45871
201955;11;11;11020515;Landsberger Allee;2019;12;7;5;3;5;3;2;1;1;0;0;0;0;1;805124,2257;5830056,397;13,49962;52,53494
201956;11;12;12103117;Letteplatz;2019;11;16;3;3;2;6;2;0;1;0;0;0;0;0;796673,9549;5832754,029;13,37782;52,56378
201957;11;9;9051701;Hirschgarten;2019;11;16;3;3;0;5;1;0;1;0;0;0;0;0;812951,693;5821064,458;13,6062;52,44992
201958;11;4;4030931;Breitscheidplatz;2019;12;21;5;3;1;5;2;0;1;0;0;0;0;0;794380,4186;5825692,111;13,33782;52,50172
201959;11;4;4030725;Amtsgerichtsplatz;2019;12;0;5;2;0;7;2;0;0;0;0;0;1;0;791758,7107;5826455,689;13,29998;52,50998
201960;11;8;8010301;Reuterkiez;2019;11;15;3;3;3;6;1;1;0;0;0;0;1;0;801583,4323;5824067,406;13,44215;52,48323
